sep=,
1,31,2.5,1260759144
1,1061,3.0,1260759182
1,1172,4.0,1260759205
1,1287,2.0,1260759187
1,1339,3.5,1260759125
1,1371,2.5,1260759135
1,1953,4.0,1260759191
1,2150,3.0,1260759194
1,2294,2.0,1260759108
1,2968,1.0,1260759200
2,10,4.0,835355493
2,39,5.0,835355604
2,50,4.0,835355586
2,62,3.0,835355749
2,144,3.0,835356016
2,153,4.0,835355441
2,165,3.0,835355441
2,185,3.0,835355511
2,208,3.0,835355511
2,223,1.0,835355749
2,235,3.0,835355664
2,253,4.0,835355511
2,265,5.0,835355697
2,272,3.0,835355767
2,292,3.0,835355492
2,300,3.0,835355532
2,317,2.0,835355551
2,339,3.0,835355492
2,350,4.0,835355697
2,357,3.0,835355749
2,367,3.0,835355619
2,371,3.0,835355968
2,377,3.0,835355710
2,405,2.0,835356246
2,454,4.0,835355604
2,468,4.0,835355790
2,480,4.0,835355643
2,497,3.0,835355880
2,508,4.0,835355860
2,515,4.0,835355817
2,537,4.0,835356199
2,550,3.0,835356109
2,552,3.0,835355860
2,586,3.0,835355790
2,588,3.0,835355441
2,590,5.0,835355395
2,593,3.0,835355511
2,661,4.0,835356141
3,60,3.0,1298861675
3,247,3.5,1298861637
3,296,4.5,1298862418
3,355,2.5,1298861589
3,377,2.5,1298923242
3,588,3.0,1298922100
3,593,3.0,1298921840
3,736,3.5,1298932787
3,866,3.0,1298861687
3,1210,3.0,1298921795
3,1271,3.0,1298861605
3,1580,3.5,1298922089
3,1884,4.0,1298863143
3,2318,4.0,1298861753
3,2694,3.0,1298862710
3,2716,3.0,1298924017
3,2841,4.0,1298861733
3,2959,5.0,1298862874
3,3510,4.0,1298861633
3,5349,3.0,1298923266
3,6377,3.0,1298922080
3,7361,3.0,1298922065
3,8636,3.0,1298932766
3,44191,3.5,1298932740
3,50068,4.5,1298862467
3,84236,4.0,1298922130
4,34,5.0,949919556
4,141,5.0,949919681
4,173,3.0,949811346
4,260,5.0,949779042
4,296,5.0,949895708
4,349,5.0,949810582
4,357,5.0,949919681
4,367,4.0,949895887
4,410,3.0,949919883
4,434,4.0,949810688
4,440,4.0,949919802
4,464,4.0,949811315
4,541,5.0,949779091
4,589,5.0,949919938
4,594,5.0,949949538
4,610,4.0,949982238
4,858,5.0,949779022
4,910,4.0,949919306
4,919,5.0,949949396
4,1016,4.0,949919322
4,1028,5.0,949949638
4,1031,5.0,949896377
4,1033,5.0,949949638
4,1073,5.0,949919372
4,1089,5.0,949895732
4,1125,5.0,949919399
4,1136,5.0,949919372
4,1196,5.0,949779173
4,1198,5.0,949779173
4,1206,5.0,949896159
4,1210,5.0,949778714
4,1214,5.0,949810261
4,1220,5.0,949811523
4,1225,5.0,949779173
4,1240,5.0,949896244
4,1257,5.0,949811602
4,1259,4.0,949811559
4,1270,5.0,949811523
4,1282,5.0,949949396
4,1288,5.0,949811490
4,1298,4.0,949918927
4,1332,4.0,949896275
4,1344,5.0,949919247
4,1371,4.0,949810302
4,1374,4.0,949918787
4,1377,3.0,949810688
4,1387,5.0,949810261
4,1396,5.0,949895772
4,1580,5.0,949919978
4,1674,5.0,949896244
4,1858,5.0,949919738
4,1918,2.0,949895956
4,1954,5.0,949810261
4,1967,3.0,949949538
4,1994,5.0,949896309
4,2002,3.0,949895907
4,2005,5.0,949896070
4,2018,5.0,949778771
4,2021,4.0,949896114
4,2034,4.0,949896183
4,2054,3.0,949896114
4,2078,5.0,949949444
4,2081,4.0,949982239
4,2086,5.0,949896114
4,2091,5.0,949896183
4,2096,5.0,949949538
4,2102,5.0,949949396
4,2109,5.0,949919399
4,2114,5.0,949918927
4,2124,4.0,949919763
4,2141,4.0,949982239
4,2144,5.0,949811603
4,2174,5.0,949896070
4,2194,5.0,949918764
4,2263,3.0,949896309
4,2289,5.0,949919556
4,2371,4.0,949811603
4,2406,5.0,949918994
4,2454,5.0,949982274
4,2551,4.0,949896275
4,2628,5.0,949810582
4,2659,3.0,949918671
4,2699,4.0,949896497
4,2723,5.0,949810582
4,2770,1.0,949896521
4,2791,5.0,949811490
4,2797,5.0,949896070
4,2822,3.0,949811230
4,2872,5.0,949896114
4,2902,2.0,949896309
4,2916,4.0,949810534
4,2968,5.0,949896070
4,2987,5.0,949918807
4,3016,3.0,949896543
4,3039,4.0,949811559
4,3060,5.0,949919656
4,3101,4.0,949896275
4,3108,5.0,949919738
4,3208,2.0,949778946
4,3251,5.0,949918970
4,3263,3.0,949919845
4,4006,2.0,949982238
5,39,4.0,1163374952
5,141,4.0,1163374242
5,231,3.5,1163373762
5,344,3.5,1163373636
5,364,4.0,1163373752
5,377,4.0,1163373610
5,500,4.5,1163373718
5,588,3.5,1163373551
5,597,5.0,1163373711
5,858,2.5,1163373651
5,919,4.0,1163374286
5,1035,5.0,1163373103
5,1221,2.5,1163374239
5,1307,4.0,1163374495
5,1393,3.5,1163374165
5,1544,3.5,1163374562
5,1721,4.0,1163373744
5,1784,4.5,1163374251
5,1961,4.0,1163373675
5,1997,3.5,1163374593
5,2081,5.0,1163373109
5,2294,4.0,1163373251
5,2424,4.0,1163373193
5,2683,4.0,1163373679
5,2706,4.0,1163374246
5,2770,3.5,1163374947
5,2997,3.5,1163374127
5,3176,3.5,1163374408
5,3753,3.5,1163373148
5,3948,3.5,1163374198
5,4018,4.0,1163375025
5,4025,4.5,1163375145
5,4308,3.5,1163374354
5,4718,3.5,1163375131
5,4995,4.5,1163373616
5,5299,4.5,1163373299
5,5464,4.0,1163374443
5,5679,4.5,1163374389
5,5995,4.0,1163374533
5,6373,4.0,1163374572
5,6502,4.0,1163374455
5,6942,4.0,1163374511
5,8464,4.0,1163374381
5,8636,4.5,1163373593
5,30707,4.5,1163374340
5,30793,3.5,1163374177
5,33679,4.0,1163374517
5,35836,4.0,1163374275
5,41566,4.0,1163374144
5,48385,4.5,1163374357
6,158,2.0,1108134263
6,293,5.0,1108134539
6,903,4.0,1108134299
6,1250,4.5,1108134284
6,1276,4.5,1108134309
6,1358,2.0,1109258181
6,1687,2.0,1109258281
6,1876,0.5,1108134334
6,2001,3.0,1108134289
6,2072,4.0,1109258285
6,2502,3.5,1108134291
6,2529,4.0,1108134293
6,2657,2.0,1108134271
6,2723,3.0,1109258257
6,2890,3.0,1109258199
6,3114,4.0,1109258183
6,3751,1.5,1109258190
6,4975,1.5,1109258226
6,7090,3.0,1108134534
6,7361,4.0,1108134524
6,8636,4.0,1108134537
6,8874,4.5,1108134521
7,10,3.0,851869035
7,31,3.0,851868750
7,40,4.0,851866901
7,110,5.0,851868188
7,141,4.0,851866704
7,198,2.0,851868704
7,260,5.0,851869062
7,316,2.0,851869161
7,329,3.0,851868524
7,345,3.0,851867621
7,356,3.0,851868188
7,364,3.0,851868020
7,377,3.0,851869291
7,480,4.0,851869161
7,534,4.0,851868246
7,541,4.0,851869035
7,588,4.0,851868044
7,590,4.0,851868186
7,594,4.0,851868020
7,610,3.0,851868074
7,708,3.0,851866744
7,724,2.0,851866784
7,737,1.0,851866763
7,780,3.0,851866703
7,924,4.0,851868289
7,1073,3.0,851866744
7,1080,4.0,851867289
7,1125,3.0,851867553
7,1136,4.0,851867289
7,1196,5.0,851869034
7,1198,5.0,851869035
7,1220,4.0,851867379
7,1225,5.0,851868246
7,1240,4.0,851869062
7,1270,3.0,851867436
7,1278,3.0,851867436
7,1288,4.0,851867401
7,1298,3.0,851868471
7,1307,3.0,851867401
7,1371,3.0,851869160
7,1373,2.0,851869230
7,1375,3.0,851869140
7,1394,3.0,851867688
7,1408,1.0,851869140
8,45,2.5,1154389572
8,50,5.0,1154400173
8,260,3.5,1154464829
8,296,4.0,1154465380
8,356,4.0,1154400390
8,520,3.5,1154389356
8,527,5.0,1154400170
8,589,4.0,1154464853
8,628,4.0,1154400284
8,858,5.0,1154400181
8,1197,4.0,1154464887
8,1210,4.0,1154464769
8,1225,4.0,1154465394
8,1259,4.0,1154464811
8,1270,4.0,1154464747
8,1302,3.5,1154400465
8,1387,4.0,1154465285
8,1500,4.0,1154465235
8,1617,3.5,1154464990
8,1674,4.0,1154389491
8,1754,3.0,1154400308
8,1876,3.5,1154389528
8,2028,4.0,1154473259
8,2139,3.0,1154465222
8,2302,4.5,1154400414
8,2329,5.0,1154473217
8,2423,3.5,1154400351
8,2571,5.0,1154464738
8,2762,4.5,1154464717
8,2791,4.5,1154465558
8,2804,3.5,1154473419
8,2858,4.5,1154464950
8,2959,4.0,1154464901
8,3578,5.0,1154400441
8,3948,4.0,1154389482
8,4011,4.5,1154464873
8,4034,4.5,1154465279
8,4262,4.0,1154464915
8,4886,3.5,1154464808
8,4963,4.5,1154400383
8,4993,3.5,1154464819
8,5064,5.0,1154400236
8,5445,4.5,1154400449
